정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
GGB208000319,안양7동복지회관,37.3892,126.9346,2025-10-31,9283.0,31040,경기도 안양시,경기BIS
GGB208000320,명학역,37.38615,126.9355333,2025-10-31,9284.0,31040,경기도 안양시,경기BIS
GGB208000321,명학역,37.3857833,126.93585,2025-10-31,9285.0,31040,경기도 안양시,경기BIS
GGB208000322,명학성당,37.3845333,126.9302167,2025-10-31,9286.0,31040,경기도 안양시,경기BIS
GGB208000323,만안경찰서사거리,37.3879,126.9293,2025-10-31,9287.0,31040,경기도 안양시,경기BIS
GGB208000324,소방서,37.3906333,126.9251167,2025-10-31,9288.0,31040,경기도 안양시,경기BIS
GGB208000325,안양대학교,37.393,126.9217,2025-10-31,9289.0,31040,경기도 안양시,경기BIS
GGB208000326,근명고등학교,37.3939,126.9198667,2025-10-31,9290.0,31040,경기도 안양시,경기BIS
GGB208000327,안일초등학교,37.4040167,126.9233,2025-10-31,9291.0,31040,경기도 안양시,경기BIS
GGB208000328,신성중학교.씨엘포레자이아파트,37.3886667,126.9245833,2025-10-31,9292.0,31040,경기도 안양시,경기BIS
GGB208000329,성원상떼빌,37.3944667,126.9187,2025-10-31,9293.0,31040,경기도 안양시,경기BIS
GGB208000330,성원상떼빌,37.3946333,126.9186667,2025-10-31,9294.0,31040,경기도 안양시,경기BIS
GGB208000331,신안초등학교.우성아파트,37.3919,126.9140667,2025-10-31,9295.0,31040,경기도 안양시,경기BIS
GGB208000332,신안초등학교.우성아파트,37.3919833,126.91415,2025-10-31,9296.0,31040,경기도 안양시,경기BIS
GGB277104354,차고지(미정차),37.39725,126.9726333,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277104355,차고지(미정차),37.39735,126.9726167,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277104392,석수동버스공영차고지(미정차),37.4202167,126.8949833,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277104406,석수주유소삼거리(미정차),37.4206833,126.9070333,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277102746,충훈부차고지(미정차),37.4094167,126.8934167,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277102749,관악역(미정차),37.4178167,126.9066667,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277102750,비산교(미정차),37.3964,126.9391167,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277102751,안양대교사거리(미정차),37.4096833,126.91215,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277102753,석수역(미정차),37.4305667,126.9038333,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277104742,시경계(미정차),37.43795,126.9145667,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277102912,광명역IC진입(미정차),37.4074667,126.8800167,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277102913,광명역IC출입(미정차),37.4073667,126.8802333,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277102915,일직JC(미정차),37.4234167,126.8949667,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277102917,석수IC(미정차),37.4237833,126.9001833,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277103081,경원여객안양차고지(미정차),37.3865667,126.9446,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277103100,평촌차고지(미정차),37.3976,126.9691833,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277103101,평촌차고지(미정차),37.3975167,126.9691333,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277103103,국토연구원사거리(미정차),37.39435,126.9599167,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277103105,시청사거리(미정차),37.39285,126.9554667,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277103146,평촌IC(미정차),37.38175,126.96505,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277103147,평촌IC(미정차),37.3820833,126.9654833,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277104911,차고지(미정차),37.3843167,126.9016167,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277103208,광명역IC(미정차),37.4040833,126.8795667,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277103209,광명역IC(미정차),37.4045167,126.8798,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277101737,명학대교사거리(미정차),37.38395,126.9408667,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277101770,원평노블레스5차(미정차),37.4037167,126.9202333,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277101779,방축사거리(미정차),37.38315,126.9528,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277101798,석수역(미정차),37.43105,126.9041833,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277102002,비산교(미정차),37.3961667,126.9388,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277102195,샛별마을한양6단지(미정차),37.39525,126.9488833,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277102196,학운교(미정차),37.3988833,126.9453,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277103822,양명고교(미정차),37.4074667,126.9230833,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277102408,양명고교(미정차),37.4075167,126.9226,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB277102421,석수동버스공영차고지(미정차),37.4199333,126.89515,2025-10-31,0.0,31040,경기도 안양시,경기BIS
